WKT,EH,TT,ÜT,Touristen,Gesamt
"MULTIPOLYGON (((8.67164079792057 50.6003586177532,8.67265008078394 50.600582569471,8.67339964440559 50.6001790099841,8.67313991827815 50.5995515018211,8.67213064610081 50.5993275536201,8.671381089365 50.5997311100654,8.67164079792057 50.6003586177532)))","400592","13792","236592","250384","650976"
"MULTIPOLYGON (((8.63733907073348 50.5528336459914,8.63834737259763 50.5530578926579,8.63909648730238 50.5526542294157,8.63883729324399 50.5520263225415,8.63782900203361 50.5518020793983,8.63707989422794 50.5522057396062,8.63733907073348 50.5528336459914)))","76101","2401","6701","9102","85203"
"MULTIPOLYGON (((8.69579285137953 50.5812080789255,8.69680206511813 50.5814318442302,8.69755138040008 50.5810279583073,8.69729147507742 50.5804003101232,8.69628227203148 50.5801765483338,8.69553296361566 50.5805804312133,8.69579285137953 50.5812080789255)))","680814","77314","134614","211928","892742"
"MULTIPOLYGON (((8.68061427746246 50.6131758612709,8.68162382270314 50.6133997355472,8.68237350795737 50.6129962061995,8.68211364108856 50.6123688056191,8.68110410654247 50.6121449348579,8.68035442817072 50.6125484611621,8.68061427746246 50.6131758612709)))","127677","2877","14077","16954","144631"
"MULTIPOLYGON (((8.72517088383218 50.6321606154692,8.72618108618076 50.6323841232781,8.72693089568343 50.6319804043898,8.72667049598088 50.631353180743,8.72566030435572 50.6311296764433,8.72491050170979 50.6315333922813,8.72517088383218 50.6321606154692)))","1514","0","614","614","2128"
"MULTIPOLYGON (((8.69126042526229 50.6189545992421,8.69227014552888 50.6191783854831,8.69301987387591 50.6187748202744,8.6927598750799 50.6181474718701,8.69175016551515 50.6179236891427,8.69100044404466 50.6183272513062,8.69126042526229 50.6189545992421)))","1941","0","441","441","2382"
"MULTIPOLYGON (((8.67050733540972 50.5710374541312,8.67151618514557 50.5712614269107,8.67226543634296 50.5708576532388,8.67200583092374 50.570229909827,8.67099699186434 50.5700059405662,8.6702477475478 50.5704097111985,8.67050733540972 50.5710374541312)))","174790","29490","111690","141180","315970"
"MULTIPOLYGON (((8.66645249428807 50.607754994893,8.6674618394224 50.6079789853003,8.66821149162311 50.6075755208944,8.66795179179884 50.6069480691227,8.66694245735008 50.6067240822324,8.66619281204014 50.6071275435969,8.66645249428807 50.607754994893)))","4990","590","890","1480","6470"
"MULTIPOLYGON (((8.66341239316596 50.5472238236167,8.66442083845425 50.5474478630264,8.66516984711895 50.5470439617858,8.66491040361464 50.5464160241729,8.66390196899184 50.5461919882841,8.663152967208 50.5465958864874,8.66341239316596 50.5472238236167)))","2440","0","340","340","2780"
"MULTIPOLYGON (((8.65033346154287 50.606455815209,8.65134264922006 50.6066799357535,8.65209231599174 50.6062765822956,8.65183278818522 50.6056491113325,8.65082361118488 50.6054249943067,8.65007395131435 50.6058283447253,8.65033346154287 50.606455815209)))","151650","19350","30150","49500","201150"
"MULTIPOLYGON (((8.67816493431634 50.618330200901,8.67917453303071 50.6185540927527,8.67992427798143 50.6181506209325,8.67966441733277 50.6175232603041,8.67865482931326 50.6172993719674,8.67790509124766 50.6177028407441,8.67816493431634 50.618330200901)))","16979","1979","2079","4058","21037"
"MULTIPOLYGON (((8.72646012736529 50.5976914898068,8.7274698422705 50.5979150015746,8.72821927946174 50.5975110110947,8.72795899489877 50.5968835118954,8.72694929070706 50.5966600036386,8.72619986036494 50.5970639910702,8.72646012736529 50.5976914898068)))","2110","1510","11710","13220","15330"
"MULTIPOLYGON (((8.61866500759995 50.5674959872589,8.6196733600479 50.5677203780603,8.62042266462318 50.5673169661127,8.62016360983631 50.5666891663967,8.61915526803692 50.5664647791199,8.61840597037594 50.5668681880346,8.61866500759995 50.5674959872589)))","9886","286","1486","1772","11658"
"MULTIPOLYGON (((8.66336190316539 50.5825624244662,8.66437085781947 50.5827864500138,8.66512024521697 50.5823828174019,8.66486067107268 50.5817551622819,8.66385172709486 50.5815311402531,8.6631023465852 50.5819347698256,8.66336190316539 50.5825624244662)))","1085803","40903","238403","279306","1365109"
"MULTIPOLYGON (((8.71533517398504 50.5752787452119,8.71634446977973 50.5755023557261,8.71709368661077 50.5750982783769,8.71683360079513 50.5744705935592,8.71582431570129 50.5742469865584,8.71507510572233 50.574651060862,8.71533517398504 50.5752787452119)))","17780","4680","6380","11060","28840"
"MULTIPOLYGON (((8.64280786574214 50.6082032020415,8.64381701388201 50.6084273823688,8.64456671269143 50.608024098603,8.64430725645462 50.6073966375484,8.6432981189882 50.6071724607406,8.64254842708525 50.607575741468,8.64280786574214 50.6082032020415)))","4130","2830","19030","21860","25990"
"MULTIPOLYGON (((8.69307315520279 50.5657828158261,8.69408212294617 50.5660066092887,8.69483127776041 50.565602626634,8.69457145796653 50.5649748535589,8.69356250090963 50.5647510636128,8.69281335296031 50.5651550432254,8.69307315520279 50.5657828158261)))","50064","2164","5364","7528","57592"
"MULTIPOLYGON (((8.65416731384857 50.5913502856319,8.65517631630358 50.5915743815207,8.65592581420877 50.5911708845668,8.65566630276349 50.5905432947631,8.65465731098268 50.5903192023936,8.6539078199731 50.5907226963086,8.65416731384857 50.5913502856319)))","6800","300","4300","4600","11400"
"MULTIPOLYGON (((8.72205706458726 50.6069739883375,8.72306687591684 50.607197531704,8.72381642059529 50.6067936447238,8.72355614709045 50.6061662174257,8.72254634647496 50.6059426775701,8.72179680865036 50.6063465615019,8.72205706458726 50.6069739883375)))","10136","0","236","236","10372"
"MULTIPOLYGON (((8.63139221754092 50.6005376893097,8.63240115660359 50.6007619645148,8.63315079323091 50.6003587080872,8.63289148388317 50.599731179491,8.63188255548572 50.5995069078071,8.63113292577087 50.5999101611982,8.63139221754092 50.6005376893097)))","1545","0","345","345","1890"
"MULTIPOLYGON (((8.7404380657715 50.5893867452654,8.74144778043864 50.5896101479458,8.74219710344763 50.5892059896961,8.74193670495135 50.5885784318157,8.74092700100239 50.5883550326453,8.74017768483163 50.5887591878454,8.7404380657715 50.5893867452654)))","2152","0","152","152","2304"
"MULTIPOLYGON (((8.64036401206399 50.5535063614204,8.6413723496654 50.5537305835159,8.64212146625547 50.5533269027033,8.641862238347 50.5526990028301,8.64085391140109 50.5524747842576,8.64010480170828 50.5528784620354,8.64036401206399 50.5535063614204)))","156310","4410","12410","16820","173130"
"MULTIPOLYGON (((8.71085301515349 50.5600324170301,8.71186205247766 50.5602560698217,8.71261111398455 50.5598519103176,8.71235113131537 50.559224101066,8.71134210468511 50.5590004517892,8.71059305003025 50.5594046082493,8.71085301515349 50.5600324170301)))","217263","17863","57763","75626","292889"
"MULTIPOLYGON (((8.68984685614774 50.5690580711259,8.69085584345527 50.5692818892043,8.69160503910369 50.5688779555855,8.691345240577 50.5682502069303,8.6903362639553 50.5680263923686,8.68958707517458 50.5684303229455,8.68984685614774 50.5690580711259)))","374931","53831","56031","109862","484793"
"MULTIPOLYGON (((8.73946015581505 50.5914501120528,8.74046989191871 50.5916735217531,8.74121923881139 50.5912693864977,8.74095884276124 50.5906418445917,8.73994911737588 50.5904184384014,8.7391997773225 50.5908225706072,8.73946015581505 50.5914501120528)))","5715","715","815","1530","7245"
"MULTIPOLYGON (((8.71935241251205 50.5562140842509,8.72036146762041 50.55643767022,8.72111047303777 50.556033418071,8.72085041650126 50.5554055829978,8.71984137209006 50.5551820005428,8.71909237351836 50.555586249647,8.71935241251205 50.5562140842509)))","3687","0","287","287","3974"
"MULTIPOLYGON (((8.72265036975517 50.5951383722803,8.72366001510789 50.5953619157666,8.72440943174978 50.5949579344311,8.72414919618793 50.5943304126571,8.72313956154596 50.5941068726824,8.72239015175521 50.5945108509702,8.72265036975517 50.5951383722803)))","30723","11423","185723","197146","227869"
"MULTIPOLYGON (((8.70261286776489 50.6020976312185,8.7036224418049 50.602321333082,8.70437196895979 50.6019175547221,8.70411191520904 50.6012900775442,8.70310235187157 50.601066379194,8.70235283158242 50.6014701545084,8.70261286776489 50.6020976312185)))","1161550","1850","16350","18200","1179750"
"MULTIPOLYGON (((8.69006483004193 50.5474387134442,8.69107350737625 50.5476625385192,8.69182247108776 50.5472584391904,8.69156275060179 50.5466305178274,8.69055408394681 50.5464066962704,8.68980512709861 50.5468107925585,8.69006483004193 50.5474387134442)))","242","0","142","142","384"
"MULTIPOLYGON (((8.68154557388346 50.5689266160616,8.68255448800388 50.5691505009476,8.6833036969999 50.5687466285329,8.68304398500247 50.5681188742732,8.68203508156355 50.5678949929049,8.68128587944068 50.5682988622786,8.68154557388346 50.5689266160616)))","5080","280","680","960","6040"
"MULTIPOLYGON (((8.69145995658525 50.6150106522801,8.69246962153436 50.6152344385475,8.6932193071798 50.6148308418702,8.69295932100059 50.6142034619706,8.69194966675221 50.613979679217,8.69119998798242 50.6143832728493,8.69145995658525 50.6150106522801)))","3260","360","560","920","4180"
"MULTIPOLYGON (((8.71676727262262 50.6251740735041,8.71777730179999 50.6253976518859,8.71852705134178 50.624993942842,8.71826676484543 50.6243666584654,8.71725674638498 50.6241430835941,8.71650700370411 50.6245467895891,8.71676727262262 50.6251740735041)))","1660","0","260","260","1920"
"MULTIPOLYGON (((8.65425428955633 50.5982087021603,8.65526339182053 50.5984327945542,8.65601296315486 50.5980293490472,8.65575342532815 50.5974018141856,8.65474433374028 50.5971777253105,8.65399476930289 50.5975811677782,8.65425428955633 50.5982087021603)))","61379","14079","15379","29458","90837"
"MULTIPOLYGON (((8.66730438468272 50.5566422616327,8.66831299922425 50.5568662659755,8.66906210186417 50.5564624070389,8.66880258308258 50.555834546798,8.66779397921146 50.5556105459751,8.66704488345165 50.5560144018733,8.66730438468272 50.5566422616327)))","31068","7968","8468","16436","47504"
"MULTIPOLYGON (((8.67974522899453 50.6044360207754,8.68075464043679 50.60465990564,8.68150423342394 50.6042563163949,8.68124440808763 50.6036288453282,8.68023500733677 50.6034049639793,8.67948542123093 50.6038085501816,8.67974522899453 50.6044360207754)))","11077","777","3477","4254","15331"
"MULTIPOLYGON (((8.66373866599383 50.5923357384131,8.66474776501442 50.592559756952,8.66549725656364 50.5921561957436,8.66523764220296 50.5915286190366,8.66422855386183 50.5913046040159,8.66347906920208 50.5917081621841,8.66373866599383 50.5923357384131)))","785397","4497","31497","35994","821391"
"MULTIPOLYGON (((8.71619656880109 50.6016875702948,8.71720625345893 50.601911163018,8.71795575191998 50.6015072797771,8.71769555886664 50.6008798068602,8.71668588491824 50.6006562176488,8.71593639331386 50.6010600978425,8.71619656880109 50.6016875702948)))","7423","423","1023","1446","8869"
"MULTIPOLYGON (((8.73476689835073 50.5978203516403,8.73577668630401 50.5980437964876,8.73652610995493 50.5976397447672,8.73626573880905 50.597012251249,8.73525596157356 50.5967888099118,8.73450654476628 50.5971928585828,8.73476689835073 50.5978203516403)))","11397","7797","15797","23594","34991"
"MULTIPOLYGON (((8.68950098409698 50.619134349578,8.69051069184962 50.6193581499006,8.69126042526229 50.6189545992421,8.69100044404466 50.6183272513062,8.68999074699303 50.6181034544974,8.68924102045811 50.6185070021108,8.68950098409698 50.619134349578)))","815","0","4815","4815","5630"
"MULTIPOLYGON (((8.68854032574009 50.6035372126531,8.68954979975608 50.6037610271413,8.6902993674524 50.6033573651604,8.6900394542575 50.6027298917354,8.6890299909372 50.6025060807621,8.68828043011623 50.602909739699,8.68854032574009 50.6035372126531)))","445641","55241","58841","114082","559723"
"MULTIPOLYGON (((8.70906751291228 50.5955494649335,8.71007704771577 50.5957731175585,8.71082649308857 50.5953692410977,8.71056639679787 50.594741715058,8.70955687269827 50.594518065946,8.70880743418564 50.5949219393607,8.70906751291228 50.5955494649335)))","118853","10853","56553","67406","186259"
"MULTIPOLYGON (((8.69296461981168 50.5765906465296,8.69397374260733 50.5768144364675,8.69472301343143 50.576410536675,8.69446315459289 50.5757828499877,8.69345404248699 50.5755590635657,8.69270477853 50.5759629603153,8.69296461981168 50.5765906465296)))","196674","15774","36774","52548","249222"
"MULTIPOLYGON (((8.70233766870075 50.581518995926,8.7033469431012 50.5817427084559,8.70409625004427 50.5813387758584,8.70383627572513 50.5807111337755,8.70282701202078 50.5804874247602,8.70207771193959 50.5808913543133,8.70233766870075 50.581518995926)))","152987","6387","19987","26374","179361"
"MULTIPOLYGON (((8.68857811104955 50.568206494318,8.68958707517458 50.5684303229455,8.6903362639553 50.5680263923686,8.69007648174276 50.5673986362061,8.68906752830262 50.5671748110955,8.68831834639025 50.5675787386306,8.68857811104955 50.568206494318)))","63741","5241","10341","15582","79323"
"MULTIPOLYGON (((8.72108913726639 50.5913731668667,8.72209871483282 50.5915967244708,8.72284809389386 50.5911927262324,8.72258788853716 50.5905651734374,8.72157832167952 50.5903416193453,8.72082894946991 50.5907456145363,8.72108913726639 50.5913731668667)))","694367","114167","189867","304034","998401"
"MULTIPOLYGON (((8.69823982296638 50.5760502311298,8.69924898324251 50.5762739788578,8.69999823887504 50.5758700354381,8.69973832736805 50.5752423473339,8.6987291777842 50.5750186031212,8.69797992901521 50.5754225434974,8.69823982296638 50.5760502311298)))","373738","11538","104038","115576","489314"
"MULTIPOLYGON (((8.67019471290223 50.5857893454886,8.67120377289468 50.5860133147876,8.67195318279375 50.5856096554727,8.67169352581656 50.5849820298993,8.67068447650492 50.5847580641181,8.66993507348978 50.5851617203926,8.67019471290223 50.5857893454886)))","1429597","96997","209597","306594","1736191"
"MULTIPOLYGON (((8.63003941231677 50.5928280242188,8.63104822837474 50.5930523134265,8.63179778464801 50.5926490085714,8.63153851795161 50.5920214175445,8.63052971255582 50.5917971318586,8.62978016319436 50.5922004336779,8.63003941231677 50.5928280242188)))","105802","2602","11802","14404","120206"
"MULTIPOLYGON (((8.65125537647137 50.5798734781998,8.65226418816943 50.580097602156,8.65301356813077 50.579694039866,8.65275412949894 50.5790663566576,8.65174532847007 50.5788422362216,8.650995955404 50.5792457954739,8.65125537647137 50.5798734781998)))","4484","384","1584","1968","6452"
"MULTIPOLYGON (((8.70642186602382 50.6046510901108,8.70743150965868 50.6048747602714,8.7081810574068 50.6044709727732,8.70792095465641 50.6038435181609,8.70691132172682 50.603619851513,8.70616178084246 50.6040236359649,8.70642186602382 50.6046510901108)))","1429561","16961","55761","72722","1502283"
"MULTIPOLYGON (((8.64525900012088 50.603049300584,8.64626809489401 50.6032734633136,8.64701773405712 50.6028701220115,8.64675827154344 50.6022426210184,8.64574918744347 50.6020184618083,8.64499955518417 50.6024218000719,8.64525900012088 50.603049300584)))","7554","0","154","154","7708"
"MULTIPOLYGON (((8.70789019360818 50.601557315846,8.70889980512739 50.6017809754682,8.70964931705513 50.6013771534655,8.7093892106016 50.6007496748869,8.70837960978748 50.6005260187775,8.70763010472191 50.600929837734,8.70789019360818 50.601557315846)))","22721","1421","2221","3642","26363"
"MULTIPOLYGON (((8.65341662018608 50.5718025266954,8.65442533399962 50.5720266365464,8.65517462362311 50.5716229967744,8.65491519254091 50.5709952501889,8.65390648939523 50.5707711438583,8.65315720666399 50.5711747805928,8.65341662018608 50.5718025266954)))","31040","1440","1740","3180","34220"
"MULTIPOLYGON (((8.62152266099302 50.5544471090402,8.62253084990026 50.5546714821083,8.62328000964687 50.5542679496853,8.62302097357652 50.5536400472267,8.62201279531536 50.5534156776836,8.62126364247857 50.5538192070741,8.62152266099302 50.5544471090402)))","113114","0","5714","5714","118828"
